name,fde_dim,bytes_per_doc,recall@1,recall@5,ndcg@5,mrr@10,sweep_s
colqwen2-maxsim (ceiling),128,377635.84,0.86,0.96,0.9140285469123858,0.8992916666666667,0.7043515419936739
muvera[CA|k4|r8|c-],16384,65536.0,0.705,0.87,0.7924113484409244,0.7743253968253967,0.9103770000074292
muvera[CA|k4|r8|c32768],32768,131072.0,0.695,0.875,0.7923521179042935,0.7721646825396824,0.9251405830000294
muvera[CA|k4|r8|c8192],8192,32768.0,0.695,0.855,0.7827373207653353,0.7668869047619049,0.8813477920048172
muvera[CA|k4|r8|c2048],2048,8192.0,0.64,0.82,0.7431047168583576,0.7254761904761904,0.8988359169889009
muvera[CA|k6|r4|c-],32768,131072.0,0.715,0.9,0.8181253617435797,0.7935198412698413,0.4945629169960739
muvera[CA|k6|r4|c32768],32768,131072.0,0.71,0.88,0.8050505917732654,0.7848253968253968,0.5954718330031028
muvera[CA|k6|r4|c8192],8192,32768.0,0.65,0.895,0.7778972056072084,0.7415416666666665,0.5980859590054024
muvera[CA|k6|r4|c2048],2048,8192.0,0.44,0.73,0.5959038416568823,0.5616011904761903,0.5864221249939874
muvera[CA|k6|r8|c-],65536,262144.0,0.73,0.9,0.8244435626633042,0.8034980158730158,0.9928653329989174
muvera[CA|k6|r8|c32768],32768,131072.0,0.71,0.875,0.802239852720316,0.7842698412698413,1.1659849580028094
muvera[CA|k6|r8|c8192],8192,32768.0,0.66,0.85,0.7660994774086517,0.7448809523809524,1.1607410840078956
muvera[CA|k6|r8|c2048],2048,8192.0,0.49,0.75,0.6317272820263122,0.6021666666666665,1.1658365830080584
muvera[CA|k8|r4|c-],131072,524288.0,0.72,0.855,0.792924049757405,0.7814265873015874,1.1243846669967752
muvera[CA|k8|r4|c32768],32768,131072.0,0.635,0.81,0.7328173301853554,0.7153511904761903,1.4842109590099426
muvera[CA|k8|r4|c8192],8192,32768.0,0.41,0.71,0.5705840685974457,0.5300873015873016,1.4594504160049837
muvera[CA|k8|r4|c2048],2048,8192.0,0.14,0.385,0.2658030533534727,0.24106349206349223,1.462518166998052
muvera[CA|k8|r8|c-],262144,1048576.0,0.77,0.9,0.8387681350120572,0.8236091269841268,2.2803760840033647
muvera[CA|k8|r8|c32768],32768,131072.0,0.69,0.865,0.7821509365405958,0.7613948412698412,2.9910737500031246
muvera[CA|k8|r8|c8192],8192,32768.0,0.455,0.685,0.5791472726062922,0.5585734126984129,2.9974430830043275
muvera[CA|k8|r8|c2048],2048,8192.0,0.15,0.32,0.2379474021373528,0.23171428571428582,2.9273494170047343
