name,fde_dim,bytes_per_doc,recall@1,recall@5,ndcg@5,mrr@10,sweep_s
colqwen2-maxsim (ceiling),128,385249.28,0.565,0.72,0.6552580996487246,0.641795634920635,0.6586001670075348
muvera[DE|k8|r8|c32768],32768,131072.0,0.365,0.53,0.456893235510683,0.4380734126984128,2.550177084005554
muvera[DE|k8|r8|c8192],8192,32768.0,0.2,0.39,0.2983829321510158,0.2800238095238096,2.535743125001318
muvera[DE|k8|r8|c2048],2048,8192.0,0.065,0.11,0.0872010024482627,0.08985119047619045,2.528059749995009
muvera[CA|k4|r4|c-],8192,32768.0,0.325,0.495,0.41491405593565,0.3958769841269841,0.4096239170030458
muvera[CA|k4|r4|c32768],32768,131072.0,0.31,0.5,0.41043849875334293,0.38641865079365084,0.45405716699315235
muvera[CA|k4|r4|c8192],8192,32768.0,0.3,0.47,0.3847748126033087,0.36873214285714295,0.4409572919976199
muvera[CA|k4|r4|c2048],2048,8192.0,0.27,0.395,0.3369254912746404,0.33264285714285724,0.4397587090061279
muvera[CA|k4|r8|c-],16384,65536.0,0.34,0.525,0.43165874948686017,0.4105456349206349,0.8207257080066483
muvera[CA|k4|r8|c32768],32768,131072.0,0.335,0.5,0.420281318030505,0.40478571428571436,0.8819253749970812
muvera[CA|k4|r8|c8192],8192,32768.0,0.33,0.485,0.40944613615986225,0.39521230158730164,0.8739482080127345
muvera[CA|k4|r8|c2048],2048,8192.0,0.25,0.435,0.34954408634606954,0.3323373015873017,0.8726194579940056
muvera[CA|k6|r4|c-],32768,131072.0,0.39,0.53,0.46351313810117994,0.45158134920634924,0.4811592500045663
muvera[CA|k6|r4|c32768],32768,131072.0,0.35,0.51,0.4348610212883032,0.4161567460317461,0.584074625003268
muvera[CA|k6|r4|c8192],8192,32768.0,0.28,0.435,0.3636317331726092,0.3521031746031747,0.5739686250017257
muvera[CA|k6|r4|c2048],2048,8192.0,0.135,0.295,0.21938419812850612,0.21009722222222227,0.5712303330074064
muvera[CA|k6|r8|c-],65536,262144.0,0.4,0.605,0.5092477962890576,0.4818888888888889,0.9611099579924485
muvera[CA|k6|r8|c32768],32768,131072.0,0.365,0.54,0.4574616755935456,0.43972420634920634,1.1431770000053803
muvera[CA|k6|r8|c8192],8192,32768.0,0.28,0.46,0.3770027931999352,0.35944841269841277,1.1314268749993062
muvera[CA|k6|r8|c2048],2048,8192.0,0.155,0.285,0.22477210848427343,0.21995238095238104,1.1348703749972628
muvera[CA|k8|r4|c-],131072,524288.0,0.445,0.61,0.5329384987533428,0.5151150793650793,1.0287895829969784
muvera[CA|k8|r4|c32768],32768,131072.0,0.355,0.525,0.44229004587476983,0.4231210317460317,1.3741003329923842
muvera[CA|k8|r4|c8192],8192,32768.0,0.21,0.365,0.2910158455959056,0.2737619047619049,1.3584922500012908
muvera[CA|k8|r4|c2048],2048,8192.0,0.045,0.14,0.09177721393581212,0.08505357142857141,1.3567113329918357
muvera[CA|k8|r8|c-],262144,1048576.0,0.44,0.615,0.534067263186272,0.5133809523809524,2.1517766249889974
muvera[CA|k8|r8|c32768],32768,131072.0,0.365,0.47,0.4216560453678248,0.4183373015873017,2.7941690839943476
muvera[CA|k8|r8|c8192],8192,32768.0,0.19,0.355,0.2764962877727388,0.26084920634920644,2.7701355409953976
muvera[CA|k8|r8|c2048],2048,8192.0,0.03,0.135,0.08512762907791611,0.07594444444444444,2.751539542005048
